sample_id,text,admiration,amusement,anger,annoyance,caring,confusion,curiosity,disappointment,disgust,excitement,fear,gratitude,joy,love,optimism,remorse,sadness,surprise
PP-R150,"Yesterday was a fascinating day, to say the least. Despite a beautiful late-spring day in the making, it started to look like a really bleak one, indeed. Our pets both got sick, the neighbors were starting to be annoyingly noisy, my computer was acting up - making me restart it at least a half-dozen times - and even though we wanted to go pick up lunch at a drive-up, all the available drive-ups in the area were way too busy for us to get in a line and wait. So, we came back home, fixed a couple of really boring sandwiches, and made the best of it. Early evening, we watched the national news, as we always do, just to learn that our government was doing even more unpalatable things about this pandemic, while our state government was behaving exactly opposite - doing all the smart things, making us feel deeply grateful for living where we do. Our pets were finally feeling better, so we spent part of the evening playing with them, and the rest watching a special movie we'd been wanting to see for some time. So, a day that started off very badly ended up being a very pleasant one instead. Fascinating, indeed!",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0
PP-R151,Just another day for me dealing with the loneliness of living alone and isolating do to Covid-19. The only saving grace my sister needed to come over so we could fill out some insurance paperwork for our elderly mother. This was only the second or third time since the beginning of the pandemic that anybody but myself was in my home. We filled out the paperwork and headed to Office Max to fax the documents to the insurance company. This was the first time I had been in a store for anything with the exception of grocery shopping. We accomplished what we were there for. My sister dropped me off back at home. She went on with her day and I did as well.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0
PP-R152,"Yesterday was a day where I spent most of it looking for work on Mturk and cleaning. I did finish some masks for my daughters friend, figured I should make use of all the fabric I have and make them for those I know who need them, plus it helps me feel useful and gives me something to do with my time. I started to get a headache about 4 pm and in this weird world we live in now of course the first thought is could it be Covid, but then I remember we really have not gone anywhere in the last few weeks, but my son is an essential worker. While he is very careful it is still a way that it could be brought in and being that my mother is 82 and I am Diabetic it is a real fear and concern. I tried to get a few things done, last night I did not cook it was a help yourself night. I ended up taking a few Advil and laying down about 7 pm. I watch TV for about 2 hours and ended up falling asleep.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PP-R153,Yesterday started early for me I was on the road headed down to the new house to take my brother to fix the water leak in the pipes. It was dreary and raining. When I got there bear was so happy to see me. I miss him when I am not home he has separation anxiety and struggles when he is alone. After fixing the water we headed back up to moms about an hour away. Then I went to the grocery store for my mom had to go to town so that was another thirty miles. Stayed at moms for the night too much driving for me.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
PP-R154,"Yesterday I spent the day sheltering in place due to Covid 19, having a day very similar to every other day for the past six weeks or so. My day started with opening my eyes to a brand new day, heating up a cup of decaf, feeding the dog, letting him outside, then turning on the computer. The next thing I did was turn on the television to see if there were any changes since yesterday in the news. People all over the world are doing their best to survive this horrible illness. I am so sorry for those who have succumbed, and those healthcare workers who are trying so hard to help people survive. After catching up on the news, off goes the television. Next I let the dog back in, and get on MTurk and see if there is any work for me. I don't use scripts, I look for the individual studies that are interesting, and legitimate. I am doing my best to keep my mind healthy during this time of isolation. I am in the high risk category with covid so I have to stay away from other humans. I look forward to participating in the studies, and hope that my answers help the studies. I get to feel like I can contribute something when I participate. After a period of working, I cleaned my house, exercised in my living room, then prepared my soup and salad for the day. Yesterday I made salad with Italian salad greens, avocado, and red onion and tomato. My soup was made in the crock pot, with beans, corn, pasta, and tomato sauce with spices. Yesterday evening I had vegan burger and potato. Snack was bean chips. During the day I went back to Mturk between cooking and meals and cleaning. At night I watched television. I also texted with family and a friend yesterday. We are staying in contact with each other and keeping each other engaged and aware of current events and helping each other stay positive.",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0
PP-R155,I received a Reward from Walmart for having enough point to buy something from the store. I was really surprised because I didn't see it coming nor did I know how their reward plan worked but I really needed to buy a jigsaw tool to complete a project I have been working on. I didn't have the money to purchase it. This was a miracle for me!!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0
PP-R156,"Just yesterday, I found out that my mother's sister died. I had not seen her in years, but so many nostalgic memories came flooding back. My aunt had 16 children and lived in a 2-room house. Some might have even called it a shack. However, the house was always spotless and my aunt was a very hard worker. I'm not sure I ever saw more than a handful of my cousins at one time. I don't think I ever even met all 16 of them. My aunt and her husband raised a large garden. Her house was way out in the country and it seemed to take forever to get there. What I remember vividly is the taste of her pickled corn. It was the best I've ever had.",0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0
PP-R157,"I tried to get my backyard shed a little bit organized yesterday. After rearranging some items, I was able to gain some floor space. At least enough so that I could now walk in and out of it. Having removed my multi year, five gallon collection of used motor oil, I decided I should take it for recycling. I drove it out to the county waste disposal site and pulled up to the center's entrance. A worker greeted me and carted off my waste oil. It was an easy and smooth process which left me wondering why I had not done this sooner.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
PP-R158,"This isn't much of an event but normally just about everyday I go to an outdoor gun range to collect empty brass shells which goes for about $1.50 a pound and I collect about 400lbs a year, most of the time theres not much to get as most other people scrap brass there as I do, so it's a bit of luck to get more than a couple pounds on any given day. I didn't get there until about 8 O'clock and it was already pitch black outside at the gun range, but I decided to check anyway sometimes I get 20lbs on a random day, well eureka someone had gone there and swept up shells left on the ground in a five gallon bucket half full of empty shells, I guess they must have forgotten to take them I'll never know. So i got about 35lbs.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
PP-R159,"I spent considerable time deep cleaning my guest bathroom. I had a guest over during this covid time and they used the bathroom. I keep a meticulous house at all times. I do not allow anyone into my home since this virus forced everyone into a lock down lifestyle. I am definitely on the high risk category so I felt almost violated by someone using my bathroom. Immediately after the guest left, I donned plastic gloves and disinfectant cleaner and scoured the entire bathroom including washing walls and floors. Even after the deep cleaning, I still feel it is not clean enough. I never was a true germaphobic but now I must reassess my opinions.",0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PP-R160,"In the time of Covid-19, personal life events of any significance are rarer than usual! However, luckily for this survey, something of at least slight note did happen yesterday. I am a writer, and I participated in an online interview/book chat with another author about one of my series. The interview used a video streaming app that I hadn't used before, but worked well and easily. When the video stream started, my image was ridiculously close-up on the screen, so I had to wheel my chair further back from my computer than I would normally sit, but that did seem to fix the problem. It was a little awkward, but we managed. I also found that my glasses reflected badly in the video, which is not usually a problem with my webcam, but there was nothing I could do about that. The chat went well, although I wished the interviewer had sent me the questions in advance so that I could have been more prepared. She asked me one question about one of my main character's likes and dislikes, and for a moment I drew a horrible blank! But the video was live, so I had to scramble to think of something to say. All in all I think the interview went well, although of course after it was over, I thought of much better answers I could have given. That's always the way. :) It's why I'm a writer instead of a speaker. I think better with my fingers.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
PP-R161,"Yesterday, while observing our stay at home order. I helped my husband defrost the freezer. I threw out a trash bag full of different types of bread I had made over the last few years and meant to use, but it got out of hand. We found things I had no idea was still there like two packages of bacon. There was always quite a bit of containers of food I intended to use but forgot about. I felt terrible about all the waste, but it is what it is. I told my husband not to lecture me or I will quit. He complied. At least now I can know and see what's there.",0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PP-R162,"Yesterday I started voting in the 2020 election. There are several state propositions to research, as well as local elections and propositions. I started with the rent board, since I had just read a story about the candidates and their funding. Then I finished off a couple of state propositions that I had already researched and decided upon. I like my state senator and congressional representatives so no thought required there, as with the vote for president. I've been far too wrapped up in politics and COVID-19 news, though. I really need this election to be over. Then maybe we can tackle the virus.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PP-R163,"Yesterday it was another long, boring, isolated day. I had to work from home, and the obligation to stay home is depressing me. I had always wanted to have extra time in my hands, but yesterday, as everyday for the last month, I had plenty of time and I didn't know what to do or what is even worse, I couldn't find the motivation to even search for something interesting to do. I went to a store for a few minutes, with the stress and uncertainty this simple, every day event brings to my life now. Remembering to keep distance from people I crossed in the isle, feeling sorry for the cashier who has to be standing 8 hours in a row, having to search for substitues for simple products because shelves are empty, seeing the almost empty streets, and stores closed all the way home, was a sad view. I ended up going to bed at seven pm. to forget, just to forget.",0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,
PP-R164,"Yesterday, I took my daily walk throughout my subdivision. I take the same half hour to forty minute walk almost everyday. I used to walk outside my subdivision sometimes. I would venture out to the main mile road to see many other people riding bikes, running or walking to try to stay fit. It was nice to see other like minded people. It was an inspiration and made my daily power walk a little less boring. Since the start of the coronavirus pandemic I tend to stay closer to home. I always wear a mask which make breathing a little more difficult while exercising. I see the same people when people are out and my walk has become a bit more of a chore rather than a fun and energizing walk. I will be so relieved when the virus is under control and things can go back to somewhat normal.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
PP-R165,"Yesterday I had a good conversation with someone from my workplace who was a tech expert about making videos on the computer. I had been having trouble figuring out how to do it on my laptop which is an old mac. I had talked to another tech person who said I might need a newer computer which was going to cost quite a bit of money. I thought I had made videos before with Powerpoint on the mac but when I went to the Powerpoint program and looked for AddIns I could not find it. I was confused but decided I had been wrong and only did it on my workplace PC, which I cannot get to at the moment due to covid and working from home. Anyway the first tech I had gone to said it was not possible and give me a very round about way to accomplish my aims. The one yesterday also gave me a very round about way to do it. But he provided links to information about Camtasia and I decided to review the tutorial and lo and behold, I figured out how to record directly from Camtasia a Powerpoint presentation and solve the problem. I was delighted! I also found out other useful things in that tutorial and from the conversation with him, so that was all great and I made a lot of progress moving forward with my projects yesterday (which I had been avoiding doing in prior days). It was a breakthrough and I felt good about it by the end of the day.",0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0
PP-R166,"Yesterday was day 35 of working alone in my office. Everyone else is working from home because of the COVID-19 shelter in place order. The office is closed to the public, but every day I have come in at 8 a.m., disarmed the alarm, turned on the lights, and started my work day. I've collected the mail, answered the dispatch radio, and done my solitary work quietly. I have been deemed essential and I am thankful to have a job, but I am lonely. I miss my co-workers and the hustle and bustle of everyone in the office. I even miss the phone ringing and waiting on customers. I sometimes feel as if I am in a post-apocalytic universe and it creeps me out a little. I ate my lunch quietly and just keep doing my work. Sometimes for a break I popped on to a couple of news sites on the web and read about pandemic news. It's actually a good thing I was by myself because I found myself crying a little bit. Crying for all of the people suffering and for those who have died. Crying because I am by myself. Crying because life is different and it won't go back to being anything close to normal for a very long time. Crying because I am selfish for missing my ""normal"" life when others have lost family and friends and will never get back to a normal life. I kept going, though, and finished my work day again. Shut off the computer, turned off the lights, and set the alarm. I went straight back home, ate dinner, and went to bed.....upset that I knew I'd have to do the same thing for many more days.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PP-R167,"Yesterday was much the same as the day before. We are still practicing social distancing and wearing masks to ward off the coronavirus. My husband and I are together and after fifty plus years of marriage are still meeting challenges. He has dementia and things are really different now. I spend my days taking care of his needs as well as a bit of time on my computer to keep me connected to the world outside. I prepared his breakfast and make sure he washes his hands. Its important with the virus so omnipresent. I ordered groceries online to avoid mixing with anyone who might be infected. I cannot take chances considering my age and my husband's health. It is a precarious situation and we are doing our best to stay healthy. I tend to his needs as well as those of my five cats who are a joyous part of our household. Its like having five little beings that are comedians. I read for a bit a book by Lee Child called Blue Moon. I have read the entire series and enjoy the escapism. Soon I prepare lunch and then my husband goes down for a nap and I do a tv watching on a streaming station. I pay bills online and prepare dinner. We take a walk outside and enjoy the garden. I love flowers and work in my yard daily. Although my life is different, I can always find some joy whether in the antics of my cats or the beauty in my garden.",0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0
PP-R168,"My son's truck kept breaking down so we finally bit the bullet and got a new battery, terminal ends, hold down clamp etc and he tells the wife that he is going to put in the new parts. I am not aware of any of this. I come out of the bathroom and she says Nick is putting in the new battery. The last time he worked on his truck he just took vice grips and twisted off the transmission cooler line right in half so that only cost me 5 hours top repair so you can understand my concern when I ran out screaming to wait. Anyway, I supervised the install and it was a success. Happy ending this time.",,,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PP-R169,"Yesterday I had my third night in a row experience with insomnia. For some reason I could just not sleep through the night. I had always thought insomnia should be something easy to rectify - that as long as you were not too busy or self absorbed you would surely be able to fall asleep. Until then I had figured it was just a passing thing the two nights before and not a real issue. Yesterday However nothing worked again. No hot showers , no drink consumed , no technique I had used before with limited success. I just couldn't fall asleep even when I lied down for an hour with my eyes closed. I eventually gave up and did some remote work and watched a movie. I then had an early breakfast and went through the day in a haze until nodding off at my desk for an hour or two. During the pandemic I work 100% from home so the impact of this new experience has had less impact on my work life than it normally would . Its easier to work through the day tired if there's no commute and getting ready for work but my search online and of has begun because insomnia can be as debilitating as a major illness.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PP-R170,Yesterday I learned how to change a mirror on the driver side of my car. I live in a City now and the driver side mirror was broken off. It was expensive to fix when I got a dealer estimate. As a result I had ordered the mirror from the internet. I used youtube for a step by step guide as to how to remove the door panel and change out the power mirror. I did it and really learned not to be afraid to tackle this type of project.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
PP-R171,"The woman who lives with me has what seems to be bronchitis. But she has no antibiotics. Neither of us has much money so it is difficult for me to pay for her doctor visits. I went to get her some generic Robitussin. All day yesterday, I heard her cough and she did not seem well. I told her we should go to the doctor but she says she will be fine. She has a multitude of physical and mental issues but she is also very stubborn. So, even though she knew I would pay for it, she refused to go to the emergency room to get some antibiotics. I am just hoping she is better when she wakes up today. Other than that incident, nothing particular happened yesterday. I was off work and I spent most of the day reading two books. One is called How Music Works and the other is called Willful Blindness.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PP-R172,"I live in an apartment with my small dog. I walk my dog regularly, to the neighbourhood parks during the day, and in the apartment private yard, which is fenced. There are a number of other people who take their dogs down to the yard every night, but due to COVID I tend to avoid other people whilst out and about. When I arrived at the yard, there were at least 4 or 5 dogs with their humans, none of the humans wearing masks or any other kind of face coverings. I left the yard without speaking to the other people, and unfortunately I think I may have offended someone.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PP-R173,"This is a small life event, but made my day. My neighbor and I often complain about the parking outside. There are always cars parked in front of our houses and little parking for the people who live here. A month or so ago, one person was incredibly inconsiderate. They would park late in the evening the night before garbage can pick up. They'd move one of my cans, but instead of putting it in the gutter on the other side, they'd leave it on the sidewalk. One week my can was so full I barely wheeled it to the curb and there it was minutes before the truck came in the middle of the sidewalk. Then, there was yesterday. I was putting out the sprinklers and got a surprise shower while switching from sprayer to sprinkler. As I was grumbling, a young Muslim woman and her son walked across the street. I had never seen them before, so went back to my hose. But, she wanted my attention. So, I stopped what I was doing to see what she needed. She told me that some days she takes her kids to the park and she wanted to ask for permission to park in front of the house when she did. She went on to add that she'd been meaning to ask me and didn't want to do it without permission. I about fell over! In the two years I've lived here, no one has asked permission. They just assume it is okay...even the ones who live on the next street where there is no parking. Of course, I said! We had a nice little chat and I told her to have a nice day. As she went on her way, I had a smile on my face. It does not take much to be considerate and respectful. It doesn't take much to let another person know that you are neighborly. It is annoying to feel you are being taken advantage of. I appreciated her asking in advance.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
PP-R174,"It has been difficult having a social life in the midst of a pandemic. With most businesses closed and social distancing still a requirement finding human contact is tricky. My neighbor in my building has arranged what she calls hallway coffee. She organized a time for us all to bring chairs into the hallway along with coffee and we would sit together and catch up. Yesterday we met just after lunch. Everyone six feet apart but together in the same space. The coffee date lasted almost an hour as we swapped anecdotes about shopping and trying to follow directional arrows in grocery stores, what have become our favorite walks around the neighborhood and how well we think the shut down measures have been in tamping down the number of infections. We all agreed that we will be happy when we can abandon the new normal for some better semblance of the old.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0
PP-R175,"Not for everyone, but for very many of us, growing older means watching our lives grow smaller. The triumphs and defeats--the drama--of our youths are behind us and we are well-advised to learn to be content with the smaller stage that we now occupy. I am reminded of this circumstance almost every day. Yesterday, for example, I turned on the drip system to the plants in my backyard, limped across the front lawn to water a shrub that is struggling and used the water wand to irrigate the hanging baskets of flowers on my front porch. Running down the mental list of garden maintenance still undone, I settled on cutting back some vines. The honeysuckle overruns the fence into the neighbor's yard and the wild roses stubbornly insist on sprawling far beyond the limits of the flower bed. So, I clipped and trimmed for about fifteen minutes--that's as long as I can stay on my feet without a rest--and gathered up the clippings in a plastic yard waste bag. Just before I went back inside, I grabbed up three or four branches from the rose bushes. I put them in a tall glass vase on my desk. The wild roses are not so sophisticated as their cultivated cousins, but the red is vivid, real.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
PP-R176,"As a concerned person about COVID 19, I always air on the side of caution. I have always been a person who washes their hands way too much and hygiene is extremely important to me so for me to go out in public and wear a mask is extremely important to me. What I can't stand is people who do not wear a mask and don't follow the rules in grocery stores. I went to the grocery store yesterday and got out of my car and put my mask on. Upon entry into the grocery store there are arrows in all the arrows so to allow for social distancing. Unfortunately, not everyone follows the arrows and the aisles aren't that wide to begin with which means you are less than 6 feet from a person. I proceed to go down the aisle and stopped to look for an item. A lady enters and saids to me you are just standing there at which point I said yes, I am just standing here because I am looking for an item. At which point, she pushes pass me and I proceed to tell her that she is going the wrong way down the aisle, don't you see the arrows and X's on the floor. I was so upset that people are so rude and really I shouldn't have said anything but she engaged me first and that was a mistake. Got my items and went to checkout.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
PP-R177,"Yesterday I was working from home due to Covid-19 restrictions. My son and granddaughter are staying with me but due to the virus, it's been a dull summer for my granddaughter. She was coming in the office asking questions every 5 minutes and I could tell my son was running out of ways to entertain this child. I decided to take a long lunch and take them on a mini-adventure. Nearby there's a safari park that recently reopened. They usually give tours but due to the virus they've started a drive your own car through the park tour. We had a blast. From the car, they fed llamas, deer, buffalo, ostriches and some animals that I wasn't quite sure what they were. When we got home I realized something had drooled all over my car, I think it was a water buffalo that had recently wallowed in mud. We had a day they will always remember.",0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
PP-R178,"After I retired, I went back to work as a casual employee. I find that even when you have a lot of experience in your job, you still don’t receive any respect. Yesterday was one of those days when it does matter what you do people want you to feel useless.",0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PP-R179,"Oh boy, yesterday! Got up early because I've been worried frantically for the last couple days about a batch of hits I did for Amazon. Afterward, lots of different people on a mturk blog were complaining that they were all rejected. I couldn't afford for my approval rate to go down so I've been worried sick about the 150 batch hits from them that have not been approved yet (they were all approved late that day....phew!) I worked on hits from mturk until about 2:00. At that point, I was pulling my hair out because there wasn't very much work. It was a beautiful day and I decided to call the local pond place to see if they were open (because of the virus). I had cleaned out my small pond on Sunday and almost killed myself from working in the heat. I saved most of the fish but the plants were dying and old and I knew I had to replace them. So I got in my car and drove about 20 minutes to the pond place in Spring Hill. The only person working was a lady and she showed me some plants that would replace the dying ones. I bought those then continued on to Publix to shop. On my way there, I remembered I had forgotten my gloves and mask but the ride back home would have been out of the way. I got to Publix and noticed the people coming and going were not wearing gloves or masks like they all did two weeks previously in my last stop there. I only had to buy a couple really needed things. When I got home I washed my hands and arms for more than 20 seconds, scrubbing furiously! By then it was 4:30 and my dog Ernie was yapping for dinner. After I fed him, I had a glass of wine on my back porch. I realized that I was beat! I've lived in Florida for years but found that since I'm now older, the heat really knocks you out when you're older. I was so beat, I didn't bother making dinner, just ate a box of crackers I had bought at the store and a pint of ice cream. The rest of the night I watched episodes of a TV special on the Waco situation from 1990's. I went to bed at midnight.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PP-R180,"The woman who was running the store gave me my food and said, ""you have a really beautiful voice!""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
PP-R181,I have taken a job that takes inbound call for PBS and donar pledges and issues with PBS. I am getting better at it every day. I am also a minister to numerous people in chat every day.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0
PP-R182,Yesterday was like an ordinary day for me and there is not much different from any other day. After getting out of bed in the morning I texted a person then had a bowl of mixed fruit for breakfast with a glass of orange juice. Then after that I was on my computer till about 3pm while listening to the radio. Then I took a shower and changed my clothes making it time for having chicken with potatoes and vegtables that my mom cooked for dinner with my mom and dad around 4:30 till 5:30pm. After having dinner I was on my computer surfing the internet while listening to the radio till I went to sleep around 1am.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PP-R183,"Due to COVID-19, I only go out once a week. Yesterday I went to the grocery store. I went at 9 o'clock in the morning so it was less crowded. I tried to get enough groceries for a week. I wear a mask when I go to the grocery store. I wash my hands with hand sanitizer when I get out of the grocery store. I came home and put away the groceries. I watched television for a little while. Then, I made lunch. After lunch, I checked Facebook. I called my sister because she had texted me whie I was at the store. I watched the news at 5 o'clock. Then, I made dinner. I watched some more television after I ate dinner. Around 8 o'clock, I called one of my friends and talked for about an hour. Then, I watched some episodes of Seinfeld. After that, I went to bed.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PP-R184,nothing really happened to me that made me smile or anything,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PP-R185,I am totally able to deeply ruminate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PP-R186,my mind works faster than my hand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PP-R187,"Yesterday was a pretty typical Monday. I got up at 6 a.m. and ate a small breakfast and drank a cup of coffee. My wife and I read the Bible and prayed before she left to go to a temporary job where she works two days a week. I went to the gym and jogged for four miles like I do every other day. When I got back home, I checked my emails then did some computer work. Because the pollen is so bad, I decided to wash my SUV and did a little yard work. When my wife got home, we ate dinner and watched a couple TV programs before going to bed about 10:30 p.m.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
PP-R188,"I used to believe that if I wrote when I felt ""inspired"" that what came out would be good, useful, elegant, wise.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PP-R189,"Journaling daily feels like a save point for me. Like it gives me a chance to put everything down and then I don't have to have it on my mind, because its on paper instead.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
PP-R190,"Since this pandemic, my son and I have taken long walks everyday, most days twice a day. All week it has been rainy and stormy, so we try to time the walks in between rain showers. I use the ""Dark Sky"" app on my Iphone to track the weather. I saw that the rain was an hour away so I told him let's go for our walk quickly. We got down a few streets and the wind started whipping around. I thought to myself, we'll just walk fast and go our usual route. I didn't have the umbrella. Then thunder started rumbling. I thought we are going to be out here and it will start raining buckets and we'll be drenched. So I told my son, turn around we need to go back to the house. We did and made it back before it really did start to have a very bad storm.",0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PP-R191,"Nothing earthshattering happen yesterday. I woke up and did my ""usual"" activities: praying, eating breakfast, and spending a little time on the computer. I changed into clothes, exercised and spent time outside weeding. After lunch, I watched a video from a virtual religious conference while cross-stitching. I reheated supper. After supper, there was a thunderstorm. I hooked my kindle to a hotspot and looked at facebook while waiting for the storm to stop. I washed dishes. We prayed a family rosary before going to bed.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PP-R192,"Yesterday was just an ordinary day. I got up as usual and went for a walk with my husband. This is always start our day and have for a number of years. We get our exercise in first thing and are ready for our day. The rest of the day was spent on normal things like lunch, laundry, puzzles and reading. At dinner time we made something quick and settled down for an evening of TV. We had a bowl of ice cream during a show and then went to bed.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
PP-R193,I did some dishes yesterday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PP-R194,I really enjoy a nice cup of tea ❤️,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
